id,img_filename,sentence_target,sentence_distractor,relationship_target,relationship_distractor,subject,predicate,object,word_target,word_distractor,pos,open_images_split,result
142,088c79da8aee1bd0.jpg,a man is wearing glasses,a woman is wearing glasses,"{'id': '61c4b374281ae3642abcd596', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.103125, 0.185556, 0.28500000000000003, 0.81]}","{'id': '61c4b374281ae3642abcd595', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.35625, 0.31, 0.253125, 0.6888890000000001]}",Man,wears,Glasses,Man,Woman,subject,train,True
49,ca0c1bf94da9a8d5.jpg,a woman is wearing a hat,a woman is wearing glasses,"{'id': '61c4e279a4b47de1ed098cb0', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.301875, 0.260652, 0.515625, 0.738513]}","{'id': '61c4e279a4b47de1ed098cb1', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Sunglasses', 'bounding_box': [0.684375, 0.248956, 0.28500000000000003, 0.725981]}",Woman,wears,Sun hat,Sun hat,Glasses,object,train,True
309,027807cd4b583436.jpg,a woman is sitting,a man is sitting,"{'id': '61c4b328281ae3642ab97951', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.0, 0.373358, 0.310625, 0.625704]}","{'id': '61c4b328281ae3642ab97957', 'Label1': 'Man', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.648125, 0.08818, 0.1875, 0.8836769999999999]}",Woman,is,Sit,Woman,Man,subject,train,True
415,06d44a31842bbe21.jpg,a woman is standing,a man is standing,"{'id': '61c4b35f281ae3642abbef64', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.3159, 0.202512, 0.539749, 0.690738]}","{'id': '61c4b35f281ae3642abbef65', 'Label1': 'Man', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.014644, 0.356358, 0.539749, 0.49764499999999995]}",Woman,is,Stand,Woman,Man,subject,train,True
603,3c284cc7ce491994.jpg,a girl is standing,a man is standing,"{'id': '61c4b5b9281ae3642ad648e8', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.628571, 0.197719, 0.368572, 0.798479]}","{'id': '61c4b5b9281ae3642ad648ed', 'Label1': 'Man', 'label': 'at', 'Label2': 'Table', 'bounding_box': [0.048571, 0.095057, 0.8914289999999999, 0.897338]}",Girl,is,Stand,Girl,Man,subject,train,True
110,fb00ba93f09546a4.jpg,a woman is sitting,a woman is standing,"{'id': '61780c29fe50a1c1ad0bd1c5', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.194702, 0.281818, 0.5099340000000001, 0.718182]}","{'id': '61780c29fe50a1c1ad0bd1c3', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.513907, 0.019697, 0.300663, 0.975758]}",Woman,is,Sit,Sit,Stand,object,test,True
217,19676d87a9459339.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '61c4b436281ae3642ac55d2c', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.079687, 0.252083, 0.404688, 0.7437499999999999]}","{'id': '61c4b436281ae3642ac55d2e', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.459375, 0.291667, 0.47187500000000004, 0.66875]}",Woman,wears,Glasses,Woman,Man,subject,train,True
552,073b4294fb4c0337.jpg,a man is sitting,a girl is sitting,"{'id': '61c4b364281ae3642abc2567', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.352349, 0.327869, 0.5100669999999999, 0.6120220000000001]}","{'id': '61c4b364281ae3642abc2568', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.040268, 0.135519, 0.37248400000000004, 0.862295]}",Man,is,Sit,Man,Girl,subject,train,True
574,a1bc7a27641c0df4.jpg,a man is holding a microphone,a man is sitting,"{'id': '61c4e0b7a4b47de1edf63048', 'Label1': 'Man', 'label': 'holds', 'Label2': 'Microphone', 'bounding_box': [0.416875, 0.203374, 0.34125000000000005, 0.7675730000000001]}","{'id': '61c4e0b7a4b47de1edf6304a', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.18125, 0.651359, 0.2075, 0.344892]}",Man,holds,Microphone,Microphone,Sit,object,train,True
333,0aa14cb94547b60e.jpg,a woman is sitting,a man is sitting,"{'id': '61c4b38d281ae3642abdec28', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.58125, 0.316336, 0.3368749999999999, 0.68272]}","{'id': '61c4b38d281ae3642abdec2a', 'Label1': 'Man', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.0, 0.190746, 0.429375, 0.8083100000000001]}",Woman,is,Sit,Woman,Man,subject,train,True
446,0d220cd8eadb546e.jpg,a man is standing,a woman is standing,"{'id': '61c4b3aa281ae3642abf36bc', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.055166, 0.093809, 0.443958, 0.769856]}","{'id': '61c4b3aa281ae3642abf36b9', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.47986, 0.507192, 0.519264, 0.405879]}",Man,is,Stand,Man,Woman,subject,train,True
213,0b325c5621e06175.jpg,a man is sitting,a man is wearing glasses,"{'id': '61c4da16a4b47de1edad2efc', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.369375, 0.066604, 0.389375, 0.932458]}","{'id': '61c4da16a4b47de1edad2efe', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.74375, 0.098499, 0.24812499999999993, 0.893058]}",Man,is,Sit,Sit,Glasses,object,train,True
358,10f8e37527d4b766.jpg,a man is sitting,a woman is sitting,"{'id': '61c4b3d7281ae3642ac13096', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.456443, 0.2225, 0.279492, 0.5449999999999999]}","{'id': '61c4b3d7281ae3642ac13093', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.615245, 0.2275, 0.367514, 0.70875]}",Man,is,Sit,Man,Woman,subject,train,True
629,5c32e2a598306f96.jpg,a girl is standing,a man is standing,"{'id': '61c4b71b281ae3642ae5b1b7', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.238125, 0.319167, 0.20062499999999997, 0.525833]}","{'id': '61c4b71b281ae3642ae5b1b2', 'Label1': 'Man', 'label': 'at', 'Label2': 'Table', 'bounding_box': [0.36, 0.200833, 0.558125, 0.6441669999999999]}",Girl,is,Stand,Girl,Man,subject,train,True
331,6e9a9d194d2f0592.jpg,a man is laying,a man is wearing glasses,"{'id': '61c4de78a4b47de1eddd867e', 'Label1': 'Man', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.272461, 0.265625, 0.7167969999999999, 0.397135]}","{'id': '61c4de78a4b47de1eddd867c', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.013672, 0.035156, 0.327148, 0.955729]}",Man,is,Lay,Lay,Glasses,object,train,True
143,0da1561a47e023fb.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '61c4b3b0281ae3642abf7903', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.095, 0.236667, 0.46125000000000005, 0.638333]}","{'id': '61c4b3b0281ae3642abf7902', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.6, 0.193333, 0.34875, 0.776667]}",Woman,wears,Glasses,Woman,Man,subject,train,True
182,0ae1bf5d8e980ad9.jpg,a man is wearing glasses,a woman is wearing glasses,"{'id': '61c4b390281ae3642abe0f27', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.455, 0.241667, 0.49062500000000003, 0.7475]}","{'id': '61c4b390281ae3642abe0f28', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.145, 0.258333, 0.428125, 0.7358340000000001]}",Man,wears,Glasses,Man,Woman,subject,train,True
89,0eb02f6da071d09c.jpg,a woman is standing,a woman is sitting,"{'id': '61780bcefe50a1c1ad07bcaf', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.0, 0.0, 0.44, 0.992537]}","{'id': '61780bcefe50a1c1ad07bcb1', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.703333, 0.303483, 0.296667, 0.6915420000000001]}",Woman,is,Stand,Stand,Sit,object,test,True
468,4df236072aa20872.jpg,a man is wearing a hat,a man is walking,"{'id': '61c4dd0aa4b47de1edcdc91a', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.549479, 0.491211, 0.4492189999999999, 0.5078119999999999]}","{'id': '61c4dd0aa4b47de1edcdc914', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.575521, 0.132813, 0.328125, 0.538085]}",Man,wears,Sun hat,Sun hat,Walk,object,train,True
511,0f26228bbbf78aff.jpg,a woman is walking,a man is walking,"{'id': '61c4b3c1281ae3642ac03fdf', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.345, 0.118889, 0.245, 0.8355549999999999]}","{'id': '61c4b3c1281ae3642ac03fdb', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.051667, 0.192222, 0.21333300000000002, 0.545556]}",Woman,is,Walk,Woman,Man,subject,train,True
1227,1b82653ae7134452.jpg,a woman is standing,a woman is sitting,"{'id': '61c4dad3a4b47de1edb562cc', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.259375, 0.197936, 0.42874999999999996, 0.639775]}","{'id': '61c4dad3a4b47de1edb562cb', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.31375, 0.417448, 0.3712500000000001, 0.5816140000000001]}",Woman,is,Stand,Stand,Sit,object,train,True
1111,0ff97fb0bde517b4.jpg,a woman is standing,a woman is sitting,"{'id': '61c4da4ea4b47de1edafa206', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.101313, 0.0, 0.430582, 0.86]}","{'id': '61c4da4ea4b47de1edafa207', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.225141, 0.4475, 0.528142, 0.504375]}",Woman,is,Stand,Stand,Sit,object,train,True
121,91598ed8b0ae99fb.jpg,a woman is standing,a woman is laying,"{'id': '61780c01fe50a1c1ad0a0092', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.809375, 0.0, 0.18937500000000007, 0.945065]}","{'id': '61780c01fe50a1c1ad0a0093', 'Label1': 'Man', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.181875, 0.55959, 0.67, 0.44040999999999997]}",Woman,is,Stand,Stand,Lay,object,test,True
415,04a28c49050884b3.jpg,a woman is standing,a woman is wearing glasses,"{'id': '61c4d9c7a4b47de1eda9b014', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.339375, 0.100564, 0.281875, 0.898496]}","{'id': '61c4d9c7a4b47de1eda9b013', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.050625, 0.093045, 0.36, 0.906955]}",Woman,is,Stand,Stand,Glasses,object,train,True
830,2ad3a2bf0cda2ab8.jpg,a girl is sitting,a girl is laying,"{'id': '61c4db7ea4b47de1edbccaa8', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.0, 0.019455, 0.552257, 0.9786]}","{'id': '61c4db7ea4b47de1edbccaa6', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.401425, 0.11284, 0.49525, 0.7723739999999999]}",Girl,is,Sit,Sit,Lay,object,train,True
445,2355c3c90924c2f6.jpg,a woman is standing,a woman is holding a bottle,"{'id': '61c4db2aa4b47de1edb92798', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.56625, 0.277778, 0.29374999999999996, 0.717514]}","{'id': '61c4db2aa4b47de1edb9279b', 'Label1': 'Man', 'label': 'holds', 'Label2': 'Bottle', 'bounding_box': [0.080625, 0.220339, 0.42624999999999996, 0.752354]}",Woman,is,Stand,Stand,Bottle,object,train,True
11,09b5c953c0a616d4.jpg,a man is talking,a man is wearing glasses,"{'id': '61780bcbfe50a1c1ad07a3d4', 'Label1': 'Man', 'label': 'is', 'Label2': 'Talk', 'bounding_box': [0.6, 0.177758, 0.38, 0.822242]}","{'id': '61780bcbfe50a1c1ad07a3d1', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Sunglasses', 'bounding_box': [0.163359, 0.126068, 0.322137, 0.7286330000000001]}",Man,is,Talk,Talk,Glasses,object,test,True
1068,091044a66eaa0eb3.jpg,a woman is sitting,a woman is standing,"{'id': '61c4d9fda4b47de1edac1327', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.504375, 0.472539, 0.27249999999999996, 0.519171]}","{'id': '61c4d9fda4b47de1edac1329', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.006875, 0.104663, 0.185625, 0.80829]}",Woman,is,Sit,Sit,Stand,object,train,True
405,07ece9419e16e49c.jpg,a man is standing,a man is wearing glasses,"{'id': '61c4d9efa4b47de1edab76fe', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.31375, 0.141372, 0.17500000000000004, 0.857588]}","{'id': '61c4d9efa4b47de1edab7701', 'Label1': 'Girl', 'label': 'wears', 'Label2': 'Sunglasses', 'bounding_box': [0.583125, 0.255717, 0.391875, 0.7432429999999999]}",Man,is,Stand,Stand,Glasses,object,train,True
545,6b4d9f3d51eee7c6.jpg,a girl is laying,a man is laying,"{'id': '61c4b7c3281ae3642aecf772', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.155, 0.430518, 0.329375, 0.22252500000000003]}","{'id': '61c4b7c3281ae3642aecf770', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.4225, 0.207084, 0.28937500000000005, 0.650318]}",Girl,is,Lay,Girl,Man,subject,train,True
274,b75135101177975a.jpg,a boy is wearing glasses,a boy is sitting,"{'id': '61c4e1a7a4b47de1ed0082e2', 'Label1': 'Boy', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.070833, 0.885156, 0.928125]}","{'id': '61c4e1a7a4b47de1ed0082e0', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.110156, 0.139583, 0.842969, 0.859375]}",Boy,wears,Glasses,Glasses,Sit,object,train,True
779,2ae0744a38a85978.jpg,a boy is standing,a woman is standing,"{'id': '61c4b4f9281ae3642acdddcd', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.32375, 0.199812, 0.171875, 0.77486]}","{'id': '61c4b4f9281ae3642acdddcc', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.35375, 0.222326, 0.39749999999999996, 0.769231]}",Boy,is,Stand,Boy,Woman,subject,train,True
306,e6673bb2f3c91d77.jpg,a woman is wearing glasses,a woman is sitting,"{'id': '61c4e3aea4b47de1ed16d580', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Sunglasses', 'bounding_box': [0.670625, 0.1075, 0.275625, 0.8624999999999999]}","{'id': '61c4e3aea4b47de1ed16d583', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.286875, 0.3625, 0.33125000000000004, 0.5974999999999999]}",Woman,wears,Glasses,Glasses,Sit,object,train,True
1316,62e8a85a08b373cd.jpg,a woman is laying,a woman is standing,"{'id': '61c4ddf3a4b47de1edd7dfcd', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Lay', 'bounding_box': [0.045625, 0.406458, 0.43125, 0.546059]}","{'id': '61c4ddf3a4b47de1edd7dfce', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.7675, 0.122507, 0.181875, 0.849003]}",Woman,is,Lay,Lay,Stand,object,train,True
34,1cb435ef8e60ee56.jpg,a man is wearing a hat,a woman is wearing a hat,"{'id': '61c4b45b281ae3642ac70394', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Fedora', 'bounding_box': [0.6275, 0.168856, 0.3375, 0.826454]}","{'id': '61c4b45b281ae3642ac70390', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.326875, 0.238274, 0.21875, 0.756097]}",Man,wears,Sun hat,Man,Woman,subject,train,True
581,0196ce1e3ea9c7db.jpg,a girl is standing,a man is standing,"{'id': '61c4b31d281ae3642ab8f497', 'Label1': 'Girl', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.191667, 0.32875, 0.25833300000000003, 0.608125]}","{'id': '61c4b31d281ae3642ab8f494', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.004167, 0.14625, 0.476389, 0.83125]}",Girl,is,Stand,Girl,Man,subject,train,True
736,6dbd3d4af4fca9a8.jpg,a woman is sitting,a boy is sitting,"{'id': '61c4b7df281ae3642aee280f', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.199375, 0.112994, 0.4125, 0.887006]}","{'id': '61c4b7df281ae3642aee280e', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.580625, 0.463277, 0.2243750000000001, 0.5056499999999999]}",Woman,is,Sit,Woman,Boy,subject,train,True
662,2206256e3fc1e358.jpg,a woman is wearing glasses,a boy is wearing glasses,"{'id': '61c4b496281ae3642ac9905d', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.764375, 0.303201, 0.23562499999999997, 0.6939740000000001]}","{'id': '61c4b496281ae3642ac99065', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.0, 0.264595, 0.3775, 0.734463]}",Woman,wears,Glasses,Woman,Boy,subject,train,True
675,ed86dd457bb1dda0.jpg,a boy is wearing glasses,a woman is wearing glasses,"{'id': '61c4bd57281ae3642a2b0a4e', 'Label1': 'Boy', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.0, 0.231707, 0.69875, 0.767355]}","{'id': '61c4bd57281ae3642a2b0a4b', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.40125, 0.035647, 0.598125, 0.963415]}",Boy,wears,Glasses,Boy,Woman,subject,train,True
127,2f194117eb6dc535.jpg,a woman is standing,a woman is jumping,"{'id': '61780bdafe50a1c1ad084d9d', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.68457, 0.41142, 0.14550799999999997, 0.540264]}","{'id': '61780bdafe50a1c1ad084d9c', 'Label1': 'Man', 'label': 'is', 'Label2': 'Jump', 'bounding_box': [0.516602, 0.2694, 0.13378900000000005, 0.484626]}",Woman,is,Stand,Stand,Jump,object,test,True
707,461762af8e3c6d3c.jpg,a woman is walking,a woman is sitting,"{'id': '61c4dcb4a4b47de1edca0d81', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.01625, 0.205, 0.17875000000000002, 0.7316670000000001]}","{'id': '61c4dcb4a4b47de1edca0d88', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.47625, 0.393333, 0.19875000000000004, 0.468334]}",Woman,is,Walk,Walk,Sit,object,train,True
19,009c3e4107fd2a2a.jpg,a woman is wearing a crown,a man is wearing a crown,"{'id': '61c4b30d281ae3642ab845b7', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Crown', 'bounding_box': [0.0, 0.114375, 0.828786, 0.885]}","{'id': '61c4b30d281ae3642ab845b5', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.206961, 0.05125, 0.792098, 0.948125]}",Woman,wears,Crown,Woman,Man,subject,train,True
836,844876a43f91e4e0.jpg,a girl is wearing glasses,a boy is wearing glasses,"{'id': '61c4b8db281ae3642af91471', 'Label1': 'Girl', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.70375, 0.424953, 0.295625, 0.574109]}","{'id': '61c4b8db281ae3642af9146c', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Smile', 'bounding_box': [0.43625, 0.243902, 0.36124999999999996, 0.75516]}",Girl,wears,Glasses,Girl,Boy,subject,train,True
35,34c1c889ef7ed284.jpg,a man is wearing a hat,a man is wearing glasses,"{'id': '61c4dbf1a4b47de1edc1a8f7', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.51875, 0.051447, 0.3737499999999999, 0.948553]}","{'id': '61c4dbf1a4b47de1edc1a8fe', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Sunglasses', 'bounding_box': [0.129375, 0.301447, 0.276875, 0.680868]}",Man,wears,Sun hat,Sun hat,Glasses,object,train,True
329,0900f7b489756578.jpg,a woman is sitting,a man is sitting,"{'id': '61c4b379281ae3642abd160d', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.459375, 0.377111, 0.20875, 0.468105]}","{'id': '61c4b379281ae3642abd1609', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.450625, 0.310507, 0.404375, 0.688555]}",Woman,is,Sit,Woman,Man,subject,train,True
1091,0de6b2ef8558ec2a.jpg,a woman is standing,a woman is sitting,"{'id': '61c4da36a4b47de1edae8fef', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.33125, 0.097917, 0.653125, 0.775]}","{'id': '61c4da36a4b47de1edae8ff0', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.2375, 0.297917, 0.41093799999999997, 0.7000000000000001]}",Woman,is,Stand,Stand,Sit,object,train,True
37,e6a817fd29857ee4.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '6169295f996c1a5912252609', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.065625, 0.291667, 0.932813, 0.70625]}","{'id': '6169295f996c1a5912252608', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.18125, 0.225, 0.81875, 0.775]}",Woman,wears,Glasses,Woman,Man,subject,test,True
727,633c45a897b9d21c.jpg,a woman is walking,a woman is sitting,"{'id': '61c4ddf7a4b47de1edd80898', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Walk', 'bounding_box': [0.008785, 0.164063, 0.282577, 0.7070310000000001]}","{'id': '61c4ddf7a4b47de1edd80897', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.270864, 0.417969, 0.33528500000000006, 0.442383]}",Woman,is,Walk,Walk,Sit,object,train,True
941,01fd8bccaac8fdf2.jpg,a man is standing,a man is sitting,"{'id': '61c4d9a4a4b47de1eda823af', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.006667, 0.113333, 0.3325, 0.885834]}","{'id': '61c4d9a4a4b47de1eda823ad', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.353333, 0.4425, 0.29083400000000004, 0.526667]}",Man,is,Stand,Stand,Sit,object,train,True
251,080f89c525ee6ec2.jpg,a woman is playing guitar,a man is playing guitar,"{'id': '61c4b36e281ae3642abc93ec', 'Label1': 'Woman', 'label': 'plays', 'Label2': 'Guitar', 'bounding_box': [0.47125, 0.04878, 0.37125, 0.918387]}","{'id': '61c4b36e281ae3642abc93f0', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.11, 0.375235, 0.3275, 0.551594]}",Woman,plays,Guitar,Woman,Man,subject,train,True
337,0b2ea4037d18b920.jpg,a woman is sitting,a man is sitting,"{'id': '61c4b394281ae3642abe39d6', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.159375, 0.106337, 0.313125, 0.668099]}","{'id': '61c4b394281ae3642abe39d7', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.541875, 0.021482, 0.423125, 0.9495169999999999]}",Woman,is,Sit,Woman,Man,subject,train,True
666,89dfa0a2948e3b2c.jpg,a woman is singing,a woman is sitting,"{'id': '61c4dfaca4b47de1edeabbec', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sing', 'bounding_box': [0.089375, 0.111632, 0.22375, 0.858349]}","{'id': '61c4dfaca4b47de1edeabbea', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.370625, 0.197936, 0.28375000000000006, 0.669794]}",Woman,is,Sing,Sing,Sit,object,train,True
928,0196ce1e3ea9c7db.jpg,a woman is sitting,a woman is standing,"{'id': '61c4d99ea4b47de1eda7e8be', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.559028, 0.243125, 0.39861100000000005, 0.686875]}","{'id': '61c4d99ea4b47de1eda7e8bf', 'Label1': 'Boy', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.459028, 0.106875, 0.24861100000000003, 0.42062499999999997]}",Woman,is,Sit,Sit,Stand,object,train,True
228,8424572d068ef305.jpg,a man is wearing glasses,a man is sitting,"{'id': '61c4df6ca4b47de1ede7f8c8', 'Label1': 'Man', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.52625, 0.225833, 0.18874999999999997, 0.6591670000000001]}","{'id': '61c4df6ca4b47de1ede7f8cf', 'Label1': 'Woman', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.269375, 0.463333, 0.30375, 0.535834]}",Man,wears,Glasses,Glasses,Sit,object,train,True
15,5fc79f3a9a0bd9fa.jpg,a woman is wearing glasses,a man is wearing glasses,"{'id': '6169292a996c1a591222d7a2', 'Label1': 'Woman', 'label': 'wears', 'Label2': 'Glasses', 'bounding_box': [0.539711, 0.252708, 0.3790619999999999, 0.745487]}","{'id': '6169292a996c1a591222d7a3', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.050781, 0.084961, 0.550782, 0.915039]}",Woman,wears,Glasses,Woman,Man,subject,test,True
576,a74ee2e4d98347c7.jpg,a woman is holding a microphone,a woman is sitting,"{'id': '61c4e0f6a4b47de1edf8d36d', 'Label1': 'Woman', 'label': 'holds', 'Label2': 'Microphone', 'bounding_box': [0.0, 0.0, 0.4175, 0.999056]}","{'id': '61c4e0f6a4b47de1edf8d36f', 'Label1': 'Man', 'label': 'is', 'Label2': 'Sit', 'bounding_box': [0.421875, 0.437205, 0.35687500000000005, 0.5618510000000001]}",Woman,holds,Microphone,Microphone,Sit,object,train,True
484,86f6078dc072fb14.jpg,a girl is wearing a hat,a girl is standing,"{'id': '61c4df8ba4b47de1ede9589a', 'Label1': 'Girl', 'label': 'wears', 'Label2': 'Sun hat', 'bounding_box': [0.386111, 0.155556, 0.511111, 0.842592]}","{'id': '61c4df8ba4b47de1ede9589c', 'Label1': 'Man', 'label': 'is', 'Label2': 'Stand', 'bounding_box': [0.001389, 0.074074, 0.833333, 0.9240740000000001]}",Girl,wears,Sun hat,Sun hat,Stand,object,train,True
